latent_feature_1,latent_feature_2,latent_feature_3,latent_feature_4,target
0.46638352,0.6412526,0.5352477,0.35337174,1
2.5320678,0.0,4.26945,4.1052113,2
2.0152092,0.20372844,2.4967108,2.8552907,2
1.0151733,0.5231093,1.2594653,0.08218628,1
1.1269914,1.4477861,1.8019644,0.0,2
0.92383695,0.820673,0.70693785,0.0,2
0.61328787,1.0946304,1.4078394,0.0,1
2.53104,2.9317093,3.7156372,0.0,2
0.6254469,1.4107738,1.3450427,0.0,2
0.0048969984,1.4019203,1.3978931,0.0,2
1.2508001,0.76635575,0.9253895,0.0,1
3.1226463,0.024567157,3.4498935,0.8174944,2
0.046954095,1.2802188,0.510899,0.13901457,2
0.3256665,0.8317205,0.7280491,0.7035804,0
3.5864987,2.7746868,6.000729,0.0,2
0.7379173,1.3048723,1.1457506,0.0,1
0.7281522,1.6080375,0.0,0.96506226,2
2.529552,2.2177618,2.4665868,0.0,2
0.64389825,0.97164243,1.4561841,0.0,0
0.5675057,1.0153642,0.6103775,1.3368026,1
1.4750385,0.9920193,1.1204239,0.0,2
3.7838316,0.16052622,4.555345,4.838924,2
0.0,1.1323624,0.79740924,0.32419065,2
0.33211952,1.4863822,1.7940339,0.0,0
2.0144267,2.3694205,2.7207115,0.0,1
0.83938134,1.0239794,0.9948125,0.0,1
0.66252434,1.627027,1.8364505,0.0,1
1.0899273,0.36214373,2.3338947,0.21774366,1
0.64080703,1.0803595,1.4927385,0.0,0
2.9493036,3.3926136,3.623097,0.0,1
1.9340703,2.5129812,2.318901,0.0,2
1.1973673,1.8862319,2.3350549,0.0,2
0.37718534,1.2533262,1.4775841,0.0,1
3.1651735,2.242175,4.1838646,0.0,2
2.9286685,2.5059144,5.887736,1.2906787,2
0.92370635,0.35996222,1.2313603,0.22249717,1
0.41255724,0.85116094,1.268772,0.0,1
0.12854964,1.1676745,0.5996887,0.3891552,0
0.69547784,1.0698154,1.3195046,0.0,2
0.6194487,1.098316,1.1675725,0.0,2
2.1482563,0.5653189,3.0047157,0.016839713,0
0.59690547,1.2085054,1.439363,0.0,0
0.7407887,1.9921176,2.689565,0.0,2
0.8725718,0.5524241,0.79030585,0.05882016,0
0.22191244,1.048605,0.66968155,0.6177093,2
0.8056181,0.94743186,0.8558635,0.0,1
0.8544397,1.8313553,2.005249,0.0,1
1.3474927,1.0761375,1.0291755,0.0,2
1.0404835,0.6104534,0.740015,0.004712671,1
0.6076243,1.1791886,1.5884289,0.0,1
0.55506766,1.5008962,0.09111941,0.83482784,2
3.5551176,0.42218363,3.9475386,4.145408,2
0.36310726,1.1769476,0.53301007,0.8637556,2
0.7024825,0.99253476,1.1155523,0.0,0
0.732738,1.6207831,0.31038117,1.9734261,2
0.4115706,1.0840676,1.3087784,0.0,1
0.3740762,0.6635133,0.89510345,0.23004279,1
0.7124549,0.61945504,0.7872857,0.0057626367,1
2.913505,0.31754264,3.1884198,0.20376788,2
1.2526901,1.4513173,1.897604,0.0,2
1.2320136,0.21282394,2.5725093,0.33989635,0
0.5910423,1.5574389,0.05255483,0.9239534,0
0.3616497,1.0561028,1.4046146,0.0,2
0.0,1.6460738,0.8634533,1.1763747,0
0.7265259,0.61200297,0.9194739,0.012685925,1
0.9626943,0.35053113,1.1354303,0.22882861,1
0.42904156,1.37393,1.5992187,0.0,0
2.3061485,3.2316966,3.2410734,0.0,2
0.37536824,1.3375549,1.4979932,0.0,0
0.6847843,1.3338069,1.2851113,0.0,2
3.481059,3.3091884,4.9713206,0.0,2
0.8302443,0.9846421,0.7341555,0.0,2
0.5783578,0.85468,1.1182702,0.0,0
1.3097795,0.42987168,1.3704909,0.15255667,1
0.5983962,1.2294003,1.4728345,0.0,0
0.3700068,0.6769182,0.5956431,0.2912927,1
1.0004137,2.115976,2.70974,0.0,1
0.5373393,1.1669931,1.5182046,0.0,1
0.923252,1.0011184,0.90579605,0.0,0
0.492514,0.7229914,0.71888626,0.9591796,2
5.531052,1.7017405,6.847691,0.0,2
0.5223057,1.2500017,1.3746824,0.0,1
4.3030696,1.3112979,5.068556,1.0899357,2
0.800947,0.64024085,1.8244922,0.0,2
0.4636367,1.4050262,1.6668675,0.0,0
1.5076163,1.6426423,1.9123328,0.0,2
0.78082556,1.1976374,1.1031615,0.0,2
1.2024546,1.2069031,1.111854,0.0,2
3.1109548,0.44430566,3.9081311,3.783929,2
0.47749442,1.0589896,1.8341482,0.0,2
0.3344195,1.6578789,0.29619297,0.95508134,0
0.5536722,0.87059224,1.2737364,0.0,1
0.7007941,0.38582996,1.2348338,0.20703171,1
0.5700666,0.77817386,1.3290144,0.0,2
2.57136,2.46573,3.2518814,0.0,2
0.6301265,1.5207682,1.9726143,0.0,2
0.32059795,0.8249423,1.4564967,0.0,0
0.28120393,1.3793012,1.5322767,0.0,1
1.883492,2.783825,4.222236,0.0,2
0.4223898,1.1322335,1.9512134,0.0,1
2.8846016,2.5207596,5.856066,0.0,2
0.89785814,0.64624965,1.288238,0.0,0
0.7814511,0.79795784,1.5917217,0.0,1
0.9146643,1.8997934,2.1903114,0.0,2
3.2164397,0.41593626,3.5094228,3.6811779,2
0.74007607,0.77469903,1.3061618,0.0,1
1.799749,0.77845454,3.4905672,3.690216,2
0.75617087,1.3745084,1.7481253,0.0,1
7.7513213,1.0567558,7.5720367,0.0,2
1.1022398,0.5713039,2.9194236,1.4063234,2
0.8425689,0.59807265,0.8375631,0.021013826,1
2.2060184,1.6441922,3.7566884,0.0,2
6.764106,0.0,7.9382215,0.4879948,0
1.3565569,0.18901911,2.6829972,2.1376524,2
0.5982162,1.5818462,0.07754527,1.0353175,0
0.39125878,1.1754715,1.2901573,0.0,2
2.6051767,2.6023633,3.443091,0.0,2
0.7486261,0.86006415,1.1746454,0.0,2
2.384638,3.2989924,3.2528818,0.0,2
1.3816237,0.6798119,2.7688131,1.5565276,2
0.70398617,1.4492071,1.7594358,0.0,2
1.4318943,2.203651,2.4900043,0.0,2
0.6303612,1.6375403,1.2481816,0.0,1
0.5810751,1.3772202,1.5949638,0.0,0
1.5969095,2.1981697,2.3453617,0.0,2
1.3541651,2.294969,2.5267732,0.0,2
0.5943727,1.8633683,0.283386,1.9061848,2
0.948956,1.1804287,0.62287426,0.0,1
0.66879594,1.0228388,1.5477617,0.0,2
5.0697794,0.5111989,5.3338757,5.5573993,2
0.674245,1.6605852,2.2642596,0.0,1
0.6678103,1.0392323,1.0417484,0.0,0
0.632398,0.9002206,1.1835313,0.0,2
0.98280287,0.8455885,1.5900091,0.0,1
0.3298396,1.2430769,0.5370711,0.8830302,2
1.0372287,1.8684642,1.8469927,0.0,2
2.339141,2.5957227,3.0051563,0.0,2
0.9623637,1.7382929,1.8626283,0.0,0
0.47123313,1.358881,1.5509603,0.0,2
1.1977863,0.5852102,1.3323113,0.024854586,1
0.7204965,1.2166226,1.6154883,0.0,0
0.86899066,1.2164915,1.5740291,0.0,2
0.63255787,0.8537854,1.1344886,0.0,1
1.3542463,1.4239166,2.0663493,1.232805,2
4.61676,0.0035591125,6.385514,5.973197,2
0.4398517,1.4839418,1.7926234,0.0,2
1.2985102,1.9241211,3.2311485,0.0,2
0.38956577,0.7130444,0.8978196,0.33515966,2
0.18986005,1.1077421,1.2484277,0.14297427,2
1.3859973,1.0068804,2.8059297,0.0,0
0.9607153,1.63714,1.1966139,0.0,2
1.1451056,2.1710413,2.32834,0.0,2
0.47696656,0.77444637,0.93740356,0.0,1
2.5303574,1.170799,2.940568,2.405718,2
0.68576175,0.8341445,1.2130222,0.0,2
1.0137556,0.7505605,1.2885395,0.0,2
1.8036697,2.984967,3.0746505,0.0,2
4.2783966,0.04231924,5.413307,5.2453017,2
0.6658818,0.4762048,1.1021711,0.87000805,2
0.8054516,0.7014928,1.3795427,0.0,0
0.35698497,1.4301584,0.48438665,1.1083218,2
0.5918704,1.4784653,1.606691,0.0,1
0.4788832,1.1815182,1.3985981,0.0,1
1.1356858,2.1748059,2.0682821,0.0,2
0.78217685,1.3400772,1.3111904,0.0,0
0.9442113,1.2019572,2.221262,0.0,1
0.39539367,0.8425213,1.1066986,0.027543098,1
0.1411494,1.3632069,1.1966745,0.0,0
0.16437757,1.5310149,0.32504255,0.39057994,2
0.53855205,1.3347912,1.5242478,0.0,0
1.0824941,1.9705446,1.9283428,0.0,2
0.24953645,1.4141369,1.805954,0.0,1
0.99647635,1.5184815,1.7258157,0.0,0
0.71180755,1.0211716,1.4621371,0.0,0
4.210335,1.5803211,6.008314,0.0,2
0.6891027,1.2065108,1.0067601,0.0,0
0.46493715,0.7146939,1.4978731,0.69497883,2
0.7488227,0.98557466,0.9411669,0.0,0
1.2377951,1.1220365,0.9039763,0.0,2
3.1626077,1.3759466,2.5864267,3.303657,2
0.9857992,0.7856295,1.360019,1.0240811,2
0.8510406,1.3493193,0.89439625,0.0,1
3.2468877,0.64574003,3.98241,3.8376384,2
2.88316,0.7392603,5.2290673,2.1654906,2
0.3752982,0.8045327,0.6541143,0.62518525,0
1.6400667,0.954098,2.6520352,0.0,0
0.8660215,1.1305665,0.85129964,0.0,0
2.6813924,1.8028243,2.5709994,1.5421807,2
0.41685802,1.3664412,1.7013404,0.0,0
0.36355346,1.0327549,1.551751,0.0,2
0.49520424,1.1398349,1.9836094,0.0,2
0.4877435,1.2907834,1.4299535,0.0,0
1.2927189,0.27573454,1.6666178,0.52647173,2
0.52447253,0.9258997,1.1960864,0.0,1
0.6274479,1.428668,1.5333226,0.0,2
3.3109484,0.38527146,3.8863184,3.885811,2
0.6797974,0.66008997,1.1048406,1.353911,2
2.0328898,2.5477982,2.6025732,0.0,2
9.347573,2.4167385,11.233381,0.0,2
0.004735887,0.9610657,0.9192724,0.24986523,2
3.044055,3.5324733,3.5477648,0.0,2
0.5827086,1.2659373,1.6145538,0.0,0
2.2217991,0.5358237,2.7956436,0.039253384,1
2.114851,2.6604605,2.7223716,0.0,2
3.4402251,2.280486,5.904586,0.0,2
1.3692125,1.3650644,1.2353916,0.0,2
0.058594823,1.7156959,0.72722214,1.2998463,1
0.43450296,1.5349958,1.6424196,0.0,2
0.80026126,1.2824142,0.9436811,0.0,1
0.52193296,0.8981123,1.4317067,0.0,2
1.1021892,0.42526495,1.4442184,0.16215225,1
0.8813235,1.269788,1.339732,0.0,1
0.9537158,1.7589476,2.3662188,0.0,2
1.1217782,1.9716952,2.4333732,0.0,2
0.40829867,1.3944306,1.4183681,0.0,1
0.4542308,1.8320119,0.0,0.8281037,2
1.2058125,0.9269795,2.1387022,0.0,2
1.3373773,2.112707,2.3039494,0.0,2
1.3478476,1.923032,1.9474832,0.0,2
0.50032794,0.7717557,0.46240604,0.4676354,0
1.1339122,2.1025007,2.3597522,0.0,2
1.2958415,1.1178366,2.7616909,0.0,0
2.0828776,3.1505451,3.2882433,0.0,2
0.6104864,0.52253187,0.93078345,0.091990136,2
0.56312805,1.2087224,1.6264993,0.0,2
1.1223416,0.2861601,1.1388607,0.2789956,0
0.72777444,0.958988,1.4335333,0.0,1
0.40232408,1.5759699,1.9257523,0.0,2
0.9080345,0.49903885,0.51833785,0.10149708,1
0.9222685,0.39012384,1.8051409,0.19761632,0
0.22456205,0.9191467,0.7283712,0.19565088,2
0.8858303,1.2563554,1.214848,0.0,1
0.6991322,0.71860707,0.95001763,0.0,0
0.56054497,1.6663156,0.25352955,1.4610597,2
2.393449,1.2416053,4.1838975,0.0,2
2.2909627,2.8476088,3.195206,0.0,2
1.6685026,2.541224,2.8073013,0.0,1
0.39189023,0.93142927,0.69795007,0.0,2
2.480898,3.0561178,3.3756402,0.0,2
0.8535865,0.43933824,1.401039,0.15777032,2
0.8271106,0.62758255,0.9155692,0.0,0
1.9198008,1.856307,1.6946874,0.0,1
0.25155663,0.83862436,0.760549,0.59404844,2
0.0,1.5003853,0.87841976,0.0,2
0.96830857,0.6517321,0.8804444,0.0,1
2.0682917,0.76100713,5.243485,0.0,2
0.70658433,1.099671,0.9983779,0.0,0
0.9227356,0.85665894,1.0064759,0.0,2
0.54012793,0.79780793,1.4593505,0.0,2
0.3086418,0.80886436,0.60119176,0.33703473,1
0.893276,1.350874,0.8089153,0.0,0
1.6510975,2.5743754,2.840264,0.0,0
1.5590484,0.64989907,4.337246,0.16982381,2
1.6124841,1.491956,1.4313694,0.0,0
0.3261196,1.026442,1.2527351,0.0,1
1.5191095,2.4561403,2.9650977,0.0,2
0.58023655,1.1999549,1.905474,0.0,0
1.1800239,2.0552258,2.0689168,0.0,2
0.37935138,1.4800649,1.6594429,0.0,0
10.215705,2.412758,10.805194,0.0,2
0.8647789,1.3584859,0.8951134,0.0,1
2.7288754,0.6828884,3.5717804,0.0,0
1.1928539,0.8882884,1.2390201,0.0,1
0.54688334,0.79218066,1.1467305,0.0,1
1.3200698,0.34655845,1.7507634,0.2230653,1
2.3144507,0.3992368,3.9008417,0.15389387,2
1.4463928,0.16763164,3.0638855,2.555848,2
0.0,1.8195314,0.43834883,0.0303289,2
0.5245514,1.3651731,0.3754672,1.2029963,2
0.45452082,0.6750076,0.48684657,0.2617628,1
0.94896805,1.8234382,1.8445184,0.0,2
33.709896,0.0,27.924562,7.753061,2
0.32640994,0.7917913,1.1149915,0.16928141,2
0.6371498,0.86632955,1.332297,0.0,1
1.5807738,0.5459776,1.6483208,1.8299327,2
0.94818896,1.2830935,0.760345,0.0,1
1.1301183,1.0836103,0.39368436,0.0,1
0.91303605,1.5310233,0.11934379,1.8782413,2
0.8354318,0.9143601,1.1840854,0.0,2
1.5436221,0.5385394,2.5528026,0.90271187,2
1.1969637,0.9193224,1.1935405,0.0,1
1.2973276,2.0606914,2.4171495,0.0,2
0.40834552,1.3963141,0.49301693,1.2125027,0
1.140017,1.9457281,2.3012023,0.0,2
1.6107451,2.180164,2.120296,0.0,1
1.2230514,1.1679165,2.849475,0.0,2
0.70021164,1.6025476,1.588618,0.0,1
1.4551245,0.56309974,2.676855,1.872742,2
3.040214,3.708465,4.0724025,0.0,0
1.1141081,0.7210293,0.96355367,0.048510462,2
0.49002367,0.7332747,1.367363,0.0,0
1.6584659,2.282347,3.7504354,0.0,2
0.59591436,1.4810483,0.10988073,0.95510745,0
0.4274789,1.542553,1.7123697,0.0,0
0.49708563,1.1991286,1.4552927,0.0,0
1.8774271,0.6639073,2.1812935,0.0,1
0.34259498,1.2262361,1.3838431,0.0,1
0.2639175,1.0984443,1.0680496,0.10752615,2
0.70524585,1.0476253,1.3565954,0.0,2
0.5215901,0.6185425,0.96585375,0.42382926,2
0.57766473,1.1578965,1.6887186,0.0,1
4.5828176,1.5093207,5.758101,3.7747476,2
0.75514585,1.1208602,1.0417657,0.0,1
1.3165332,1.7918396,2.0268736,0.0,0
6.081993,2.3343525,6.89518,0.0,2
0.530198,0.6043072,1.0749846,0.02536197,1
4.367078,2.2798324,5.339339,0.0,2
0.65877676,1.168155,1.0707083,0.0,2
0.3571475,1.0853785,0.5889531,0.84122074,2
0.11080444,1.2950416,0.56571335,0.45221567,2
0.51184595,1.239979,1.5831357,0.0,0
0.36756122,1.4177368,1.6538337,0.0,1
1.961089,2.4520202,2.49223,0.0,0
0.27050972,0.80625683,0.7561893,0.15912428,0
0.55243003,1.2750409,1.6265249,0.0,0
0.0,1.8930302,2.4997787,1.4532347,2
3.139289,0.91615516,3.1164496,3.2672982,2
1.6675154,1.7182641,3.2719748,0.0,2
2.0173378,1.6467407,3.6344554,1.1583606,2
0.6109538,0.9038265,1.5398747,0.0,1
2.4893794,2.8733444,3.606137,0.0,2
0.3743081,1.3759785,1.7116963,0.0,1
1.7525274,0.9836016,2.6511364,2.3066928,2
2.3526464,2.227467,3.960626,0.0,2
0.73351383,0.76584697,0.32536662,0.75634414,0
0.0,2.4654744,0.78150815,0.18814148,2
0.8065171,0.8200214,1.1916822,0.0,1
0.0,1.3648849,0.6058878,0.0,2
0.53290635,1.0850676,1.5808663,0.0,2
0.64236903,1.6261792,2.0167782,0.0,1
0.9743506,0.90086395,1.045581,0.0,1
0.91882193,0.50815773,0.7368246,0.09498898,0
2.000496,0.9435258,1.8233916,1.8414363,2
0.7231033,1.5742607,1.7695739,0.0,1
0.78731215,1.0084075,0.89882624,0.0,1
1.7055637,1.7002563,1.9838729,0.0,2
0.7502083,0.54753554,1.224332,0.06878943,2
0.6318338,0.792932,1.3766863,0.0,2
0.5303458,0.92610127,1.0796727,0.0,0
0.8111565,1.4029601,1.6150179,0.0,2
2.6437087,0.577773,2.477445,0.0,1
0.30498022,1.6554232,0.25391364,0.7784075,0
1.1917344,0.7907815,3.2455864,0.0,2
2.781261,2.5585396,4.6880417,0.0,2
0.9447608,0.94398814,0.66466194,0.0,1
0.48232913,0.96382,1.9118332,0.8468858,2
1.7557847,1.0271844,1.7808814,0.0,1
0.14228773,1.2155313,1.0807856,0.0,1
0.87402385,1.546557,1.1245831,0.0,0
0.8208656,0.9021065,1.0745568,0.0,2
1.1798891,1.1348134,0.67726535,0.0,0
2.8018239,0.5904843,3.4443388,0.0,2
1.0409524,0.5712631,2.676069,0.04319772,2
2.42673,3.118103,3.3739498,0.0,2
1.2802966,2.1107776,2.0377944,0.0,1
0.8842239,1.2940686,1.4837519,0.0,1
1.1988631,1.3127203,1.4414444,0.0,0
0.45831847,1.1918867,1.5051801,0.0,1
3.1449323,3.3171906,3.720216,0.0,1
0.0,1.3899243,0.8810887,0.97101,0
0.13845038,0.86975706,0.73399144,0.28382698,0
0.7196488,0.5207963,0.86036277,0.090181336,1
1.4584838,1.529325,2.0107155,0.0,1
0.8873822,1.1339521,0.7127768,0.0,1
2.434043,2.6906216,3.102137,0.0,2
1.0683119,1.7323172,1.9940388,0.0,2
0.5679269,1.427052,1.3691458,0.0,1
1.2467369,0.45017132,1.2695469,0.13754533,2
2.6515138,2.220276,3.2844014,0.0,1
1.0290431,0.83548486,0.95119685,0.0,1
6.2842846,0.0,6.9046955,7.735997,2
0.5010573,1.6424935,1.5890659,0.0,1
0.5615232,0.7934669,1.3898313,0.0,1
0.6150986,0.84892356,1.4338201,0.0,2
0.29363155,1.1009347,1.5303997,0.0,1
0.45503658,0.8959845,2.100268,0.7854679,2
2.0684052,2.3776667,3.3298497,0.0,2
0.21323854,1.0426474,1.4963793,0.45122117,1
0.75166094,1.3388845,1.8745347,0.0,2
0.67892516,1.2144694,1.2903934,0.0,2
0.66907895,0.6355814,0.9874165,0.0,1
3.0951614,2.3333676,4.8833075,0.0,2
0.33851582,1.1748433,1.5127662,0.0,0
2.6275792,0.6785537,3.6568289,0.0,1
2.4085505,0.044174552,3.1421907,3.5472097,2
6.165161,0.60509837,7.5669217,7.900248,2
0.6942742,1.8416827,1.9383056,0.0,2
1.4792941,0.9961194,0.8573558,0.0,2
0.41977084,0.8301887,1.3184327,0.0,2
1.1940656,0.6266689,2.560576,0.64017206,2
1.6362939,0.35548636,2.1064358,2.2089617,2
0.39654982,1.2141595,1.7910827,0.0,0
0.44147032,1.0112274,1.3978454,0.0,0
1.1095227,0.7000176,0.72912014,0.0,1
1.0601796,0.78677726,2.0578125,0.0,1
0.4935795,1.2141653,1.4688718,0.0,1
0.5313326,0.9522349,1.2584854,0.0,0
1.631644,0.06582862,2.8256776,2.6673913,2
0.6240753,0.8244287,0.4460224,0.83081627,2
0.7174072,1.5262461,0.21567914,1.579379,0
0.3279304,1.0812197,1.2550932,0.27478647,0
1.1375052,0.41219756,1.3260298,0.47113842,0
0.5773294,1.1886057,1.0381464,0.0,1
0.9271372,0.6732719,0.86663026,0.0,1
4.391444,2.6691837,6.263551,0.0,2
0.49238622,1.2436388,1.4650718,0.0,2
0.1342187,1.0223652,0.8486193,0.75722486,2
0.9928528,1.633286,1.8784698,0.0,2
0.42810804,1.1361364,0.8592074,0.0,0
0.6263126,0.97393024,1.0575637,0.0,2
1.6568412,2.458841,2.970423,0.0,2
0.30783665,1.483928,1.7069951,0.0,1
1.0485345,1.8780363,3.3366704,0.0,2
0.68344796,0.85166526,1.0208795,0.0,0
1.1149706,0.86968696,1.0895208,0.0,2
1.3873346,1.756259,2.0060077,0.0,2
0.80087566,0.66702926,0.80275184,0.0,1
0.3077501,1.3543923,2.0651526,0.0,2
1.1551185,0.39772964,1.072789,0.18361238,1
0.58446324,0.7483813,1.2306132,0.0,1
2.0830116,2.8370132,3.0107093,0.0,2
1.3853188,2.167278,2.4491577,0.0,2
1.1395172,1.6748846,2.0377243,0.0,1
2.2737617,1.686949,5.083981,0.0,2
1.4549451,0.74051094,2.4038024,1.55954,2
0.4315145,0.72742057,1.0518023,0.43621427,2
0.563273,0.7468394,0.9577588,0.0,2
1.7529483,2.3142986,2.5232985,0.0,2
1.9569978,0.9126993,2.8039515,2.3021216,2
0.34467423,0.918135,1.1749848,0.124421306,0
0.7872959,0.77905774,1.5310646,0.0,2
0.43753505,0.8673625,1.0720096,0.0,1
10.687207,0.0,13.889999,10.542668,2
0.7416203,1.3002772,0.9716107,0.0,2
0.73300624,0.9735594,1.4914957,0.0,0
4.3314614,0.16746297,4.5187726,5.2010016,2
3.4522872,0.48338747,3.6619139,4.0936794,2
0.7188839,1.1589966,1.5479194,0.0,1
0.6423072,1.2162535,0.6158013,0.0,2
0.30275518,1.1458654,1.3032961,0.0,0
0.26878583,1.1271447,0.64817995,0.80636203,2
7.237886,0.0,6.918132,0.574461,2
1.5840569,2.5556984,3.2400663,0.0,2
0.63108623,1.0991328,1.0661849,0.0,1
1.3599795,1.8438861,2.1537323,0.0,2
0.5272726,1.099793,1.1235899,0.0,0
2.756949,3.1751544,3.2787352,0.0,2
0.89553386,0.61075675,1.0193725,0.0101299435,0
0.26068157,1.2978091,1.9078242,0.0,2
0.5130067,1.31164,1.9177303,0.0,1
0.8440343,0.9363644,1.5171158,0.0,2
1.6583246,2.0185504,3.1693094,1.3278401,2
0.85315037,0.2112178,1.1793818,0.35027027,0
0.9300195,0.5438404,0.69097424,0.06396684,1
1.1853399,1.328258,1.3597522,0.0,1
0.6999177,0.69440866,0.93420875,0.0,1
1.1684202,1.6141136,1.869429,0.0,2
0.6717429,0.7090688,1.2221404,0.0,1
0.85794175,1.3970518,1.4688883,0.0,1
4.7666745,3.3775542,6.490853,0.0,0
0.43267936,1.5219495,0.1624842,0.7083378,0
0.7255703,0.7737977,1.0148933,0.0,0
1.2414426,2.4124873,2.246735,0.0,2
2.0134244,1.4851894,1.0503875,0.0,2
2.7373228,0.3554278,3.540925,3.5723383,2
4.5526333,0.19219534,6.053267,5.656649,2
1.0063273,0.7653085,0.792578,0.0,0
0.84462595,1.7376351,1.4484296,0.0,2
3.0693555,2.337375,4.17842,2.3984873,2
1.2400496,0.17468606,2.1682348,1.9307638,2
0.9595353,1.2010407,0.70304495,0.0,0
0.72460663,1.196245,1.3262646,0.0,2
0.65570974,1.2126863,1.1246088,0.0,1
29.33197,0.0,28.688385,0.6503801,2
0.5049391,1.3161836,1.4289109,0.0,0
1.3095288,0.3900766,1.1780679,1.4483618,2
0.24281698,0.7892985,0.76298165,0.2323887,0
0.32127577,1.4629042,0.70912045,1.5742652,2
11.778741,0.31396756,12.17851,0.0,2
1.0427083,1.3208982,0.86433876,0.0,1
0.73631394,1.2371076,1.4342939,0.0,1
0.1100626,1.1300727,0.9867567,0.0,1
0.17800176,1.2915044,0.6634734,0.844939,2
0.67602694,0.8914276,1.2519196,0.0,1
1.891803,2.6378818,2.7841923,0.0,2
0.58873236,1.5971844,1.5723149,0.0,1
0.45504326,1.241508,1.4112724,0.0,1
0.3092667,1.5032804,0.4630886,1.0424142,2
3.684863,2.6272385,5.551321,2.4507675,2
0.45021373,1.8209274,2.0291474,0.0,2
0.9341617,0.8516108,0.939907,0.0,2
1.9316714,1.1038746,2.4505675,0.0,2
0.74323577,0.95661885,1.4825351,0.0,0
0.7702694,0.693084,1.3355869,0.0,0
6.483454,0.0,6.116649,1.1441591,0
0.70446956,1.150056,1.0205097,0.0,1
1.6466599,2.1042054,3.3283365,0.0,2
1.1425622,0.32461244,1.1853414,0.24632691,2
0.37503046,1.1160707,1.3011048,0.0,1
1.3012278,1.7375345,2.025983,0.0,2
5.2265916,0.0,5.5904727,0.45697707,2
1.4408634,1.2964805,1.7416414,0.0,1
0.0,1.1635644,0.8668071,0.43121785,0
0.39695156,1.5702412,1.7344198,0.0,2
1.1053597,1.3588762,1.3504816,0.0,2
1.0580115,1.2262014,1.3184351,0.0,1
0.6319781,1.732686,2.1414378,0.0,2
1.6940418,2.3140566,2.2758849,0.0,1
0.6826122,1.6627154,0.2273785,1.7151461,2
0.23486495,1.3499587,1.5256407,0.0,2
1.6085238,3.0119357,3.1354759,0.0,2
4.585388,0.0,6.4890237,6.9667797,2
1.824412,0.5354157,3.3952262,1.6959195,2
1.4287338,2.1709137,2.2447858,0.0,2
2.432299,2.2288158,2.7905803,0.0,2
0.7878876,0.6414596,0.71242905,0.0,1
1.9042858,0.57349825,3.194905,0.017821938,2
2.412901,2.7874134,3.8648813,0.0,2
0.27940953,0.93572193,1.4830147,0.0,2
2.4040828,2.0514085,4.5704317,0.37272662,2
0.89256024,0.64132065,0.63617355,0.0,1
1.7477455,2.663816,3.0603263,0.0,2
